Date,Vendor Code,Vendor,County,"Notes for ""Other",Order #,Program,Protein LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indiv Meal LBS,Indiv Meals,Total Pounds," 8,093,927.70 ",,,,,,,,
9/26/2024,,Model Elementary,,,25642,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/26/2024,,Monger Elementary (CCS),,,25060,Backpack,,,,,,,,270,216,270,,,,,,,,,
9/26/2024,,Monger Elementary (CCS),,,25069,Backpack,,,,,,,,,,,,,,,,,,,
9/26/2024,,Northside Middle School,Elkhart,,25065,Backpack,,,,,,,,,,,,,,,,,,,
9/26/2024,,Northside Middle School,Elkhart,,25591,Backpack,,,,,,,,90,72,90,,,,,,,,,
9/26/2024,,Oaklawn Properties,St. Joseph,,25719,CCFN,,,,,,,142,,,142,,,,,,,,,
9/26/2024,,Oaklawn Properties,St. Joseph,,25760,CCFN,20,,1,,,,,,,21,,,,,,,,,
9/26/2024,,Oaklawn Properties,St. Joseph,,25765,CCFN,,,15,,,,,,,15,,,,,,,,,
9/26/2024,,Oaklawn Properties,St. Joseph,,25835,CCFN,,,,,0,19,96,,,115,,,,,,,,,
9/26/2024,,Oaklawn Properties,St. Joseph,,25900,CCFN,,,,,30,,,,,30,,,,,,,,,
9/26/2024,,Pace Preschool - Hawthorne,,,25034,Backpack,,,,,,,,247.5,198,247.5,,,,,,,,,
9/26/2024,,Parkside Elementary,,,25640,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/26/2024,,Pierre Moran MS (CCS),,,25074,Backpack,,,,,,,,202.5,162,202.5,,,,,,,,,
9/26/2024,,Pierre Moran MS (CCS),,,25074,CCFN,,,,,,,0.1,,,0.1,,,,,,,,,
9/26/2024,,Prairie View,,,25645,Backpack,,,,,,,,60,48,60,,,,,,,,,
9/26/2024,,Premier Arts Academy,,,25549,Backpack,,,,,,,,300,240,300,,,,,,,,,
9/26/2024,,Pride @ Beck (CCS),,,25800,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
9/26/2024,,Riverview Elementary,,,25543,Backpack,,,,,,,,247.5,198,247.5,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25767,Backpack,,,,,,,,,,,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25767,CCFN,,,,,,,,,,,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25785,Backpack,,,,,,,,,,,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25785,CCFN,,,,,,,,,,,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25808,Backpack,,,,,,,,75,60,75,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25809,CCFN,,,15,102,,,,,,189,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25830,CCFN,,,,,15,20,,,,35,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25870,Backpack,,,,,,,,22.5,18,22.5,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25870,CCFN,,,,40,,,96,,,136,,,,,,,,,
9/26/2024,,Rushton Apartments,St. Joseph,,25872,CCFN,,,,,11,40,,,,51,,,,,,,,,
9/26/2024,,Salvation Army - Elkhart,Elkhart,,25155,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/26/2024,,Salvation Army - Elkhart,Elkhart,,25472,CCFN,,,11,,,,,,,11,,,,,,,,,
9/26/2024,,Salvation Army - Elkhart,Elkhart,,25781,CCFN,,,5,34,,,,,,51,,,,,,,,,
9/26/2024,,Salvation Army - Goshen,Elkhart,,25512,CCFN,40,,,,,,,,,40,,,,,,,,,
9/26/2024,,Salvation Army - Goshen,Elkhart,,25581,CCFN,,,32,,,,,,,32,,,,,,,,,
9/26/2024,,Salvation Army - Goshen,Elkhart,,25614,CCFN,,,,204,,,,,,204,,,,,,,,,
9/26/2024,,Salvation Army - Goshen,Elkhart,,25678,CCFN,,90,,,,,409,,,499,,,,,,,,,
9/26/2024,,Salvation Army - Goshen,Elkhart,,25724,CCFN,19,,,,,,90,,,109,,,,,,,,,
9/26/2024,,Salvation Army - Goshen,Elkhart,,25750,CCFN,52,,8.1,37,6.3,,,,,103.4,,,,,,,,,
9/26/2024,,St. Joseph County Department of Health,St. Joseph,,24008,CCFN,,12,,6,12.8,20,16,,,66.8,,,,,,,,,
9/26/2024,,St. Joseph County Department of Health,St. Joseph,,25633,Backpack,,,,,,,,22.5,18,22.5,,,,,,,,,
9/26/2024,,St. Joseph County Department of Health,St. Joseph,,25633,CCFN,,,,,19.5,,,,,19.5,,,,,,,,,
9/26/2024,,St. Vincent De Paul - Center,St. Joseph,,25407,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/26/2024,,St. Vincent De Paul - Center,St. Joseph,,25801,CCFN,,,40,,,,,,,40,,,,,,,,,
9/26/2024,,St. Vincent De Paul - Center,St. Joseph,,25909,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/26/2024,,St. Vincent De Paul - Center,St. Joseph,,25909,CCFN,,,,,,120,,,,120,,,,,,,,,
9/26/2024,,St. Vincent de Paul - St Pius,St. Joseph,,24266,CCFN,,,,,,,125,,,125,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25437,CCFN,,,56,,,,,,,56,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25504,CCFN,40,,,,,,,,,40,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25555,CCFN,,,,,112,,,,,112,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25574,CCFN,,,,,,,30,,,30,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25615,CCFN,,,,204,,,,,,204,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25664,CCFN,0,60,,,,,,,,60,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25690,CCFN,,,20,,,,,,,20,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25692,CCFN,18,,,,,,,,,18,,,,,,,,,
9/26/2024,,The Hub Bristol,Elkhart,,25717,CCFN,,,1.3,,,,,,,1.3,,,,,,,,,
9/26/2024,,Tolson Center,Elkhart,,25553,Backpack,,,,,,,,225,180,225,,,,,,,,,
9/26/2024,,Village Food Pantry,St. Joseph,,25535,CCFN,,,,,,40,,,,40,,,,,,,,,
9/26/2024,,Waterford Elementary,,,25125,Backpack,,,,,,,,,,,,,,,,,,,
9/26/2024,,Waterford Elementary,,,25363,Backpack,,,,,,,,97.5,78,97.5,,,,,,,,,
9/26/2024,,West Goshen Elementary,,,25646,Backpack,,,,,,,,105,84,105,,,,,,,,,
9/26/2024,,West Side Middle School,,,25067,Backpack,,,,,,,,,,,,,,,,,,,
9/26/2024,,West Side Middle School,,,25592,Backpack,,,,,,,,60,48,60,,,,,,,,,
9/26/2024,,Woodland Elementary (CCS),,,25422,Backpack,,,,,,,,225,180,225,,,,,,,,,
9/26/2024,,World Harvest Church Pantry,St. Joseph,,25364,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/26/2024,,World Harvest Church Pantry,St. Joseph,,25364,CCFN,,,,,140,,,,,140,,,,,,,,,
9/26/2024,,World Harvest Church Pantry,St. Joseph,,25544,CCFN,,,,,112,,,,,112,,,,,,,,,
9/26/2024,,World Harvest Church Pantry,St. Joseph,,25639,CCFN,,,,,,,55,,,55,,,,,,,,,
9/26/2024,,World Harvest Church Pantry,St. Joseph,,25652,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/26/2024,,World Harvest Church Pantry,St. Joseph,,25652,CCFN,,,40,,,,,,,40,,,,,,,,,
9/27/2024,,Brick of Hope Ministries,,,25366,CCFN,,,,,,,600,,,600,,,,,,,,,
9/27/2024,,Brick of Hope Ministries,,,26002,CCFN,,,5,38,,,54,,,97,,,,,,,,,
9/27/2024,,Career Academy,,,25612,Backpack,,,,,,,,300,240,300,,,,,,,,,
9/27/2024,,Christ the King - St. Vincent de Paul,St. Joseph,,25177,Backpack,,,,,,,,75,60,75,,,,,,,,,
9/27/2024,,Clay Intermediate,,,25093,Backpack,,,,,,,,787.5,630,787.5,,,,,,,,,
9/27/2024,,Clay Intermediate,,,26016,Backpack,,,,,,,,787.5,630,787.5,,,,,,,,,
9/27/2024,,Clubhouse of St Joseph County,St. Joseph,,25914,CCFN,,,,,,,30,,,30,,,,,,,,,
9/27/2024,,Darden Elementary,,,25796,Backpack,,,,,,,,562.5,450,562.5,,,,,,,,,
9/27/2024,,Edison Middle School,,,25608,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,24760,CCFN,,90,,,,,224,,,314,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25684,CCFN,40,,,,,,,,,40,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25685,CCFN,,,,,,,224,,,224,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25703,CCFN,11,,,,,,112,,,123,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25728,CCFN,,,,,,,50,,,50,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25737,CCFN,30,,,,,,,,,30,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25769,CCFN,20,,,,,,,,,20,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25860,CCFN,,120,,,116.5,80,160,,,476.5,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25894,CCFN,16,,14,,,,,,,30,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25945,CCFN,40,,,,,,,,,40,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25946,CCFN,,,,,,,300,,,300,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25970,CCFN,,,,,,,16,,,16,,,,,,,,,
9/27/2024,,Edwardsburg Food Pantry,Michigan,,25975,CCFN,,,,,,,,,,,,,,,,,,,
9/27/2024,,Families First Center,St. Joseph,,25051,Backpack,,,,,,,,0,0,0,,,,,,,,,
9/27/2024,,Feed A Friend,Elkhart,,25689,Backpack,,,,,,,,30,24,30,,,,,,,,,
9/27/2024,,Feed A Friend,Elkhart,,25689,CCFN,0,30,10,,,,56,,,96,,,,,,,,,
9/27/2024,,Feed A Friend,Elkhart,,25883,CCFN,,24,,18,11,40,39,,,132,,,,,,,,,
9/27/2024,,Greater New Jerusalem Mission BC,St. Joseph,,25741,CCFN,,,,,,120,80,,,200,,,,,,,,,
9/27/2024,,Greater New Jerusalem Mission BC,St. Joseph,,25954,CCFN,,,,,,60,,,,60,,,,,,,,,
9/27/2024,,Greater New Jerusalem Mission BC,St. Joseph,,25955,CCFN,,,,,,,360,,,360,,,,,,,,,
9/27/2024,,Greater New Jerusalem Mission BC,St. Joseph,,25989,CCFN,,,40,,,,,,,40,,,,,,,,,
9/27/2024,,Harrison Elementary,,,25609,Backpack,,,,,,,,0,0,0,,,,,,,,,
9/27/2024,,Indiana Health Centers (IHC) - Bendix,St. Joseph,,25846,CCFN,,,,,,,120,,,120,,,,,,,,,
9/27/2024,,"Kingdom Business International, Ministries",St. Joseph,,25481,CCFN,,,10,,,,,,,10,,,,,,,,,
9/27/2024,,"Kingdom Business International, Ministries",St. Joseph,,25845,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/27/2024,,Lydick United Methodist Church,St. Joseph,,25649,CCFN,,,,170,,,,,,170,,,,,,,,,
9/27/2024,,Lydick United Methodist Church,St. Joseph,,25653,CCFN,,,,,,,7,,,7,,,,,,,,,
9/27/2024,,Lydick United Methodist Church,St. Joseph,,25817,CCFN,,,,68,,,,,,68,,,,,,,,,
9/27/2024,,Lydick United Methodist Church,St. Joseph,,25868,CCFN,,,,,18.8,,,,,18.8,,,,,,,,,
9/27/2024,,Lydick United Methodist Church,St. Joseph,,25896,CCFN,,,,,,,94,,,94,,,,,,,,,
9/27/2024,,Marshall Traditional School,St. Joseph,,25611,Backpack,,,,,,,,705,564,705,,,,,,,,,
9/27/2024,,Miami Hill Apartments,St. Joseph,,25605,CCFN,33,,,,18,,44,,,95,,,,,,,,,
9/27/2024,,Miami Village Church,,,24890,CCFN,,,,,,,56,,,56,,,,,,,,,
9/27/2024,,Miami Village Church,,,25702,CCFN,,,,,,,58,,,58,,,,,,,,,
9/27/2024,,Miami Village Church,,,25707,CCFN,,,,,3.4,,25,,,28.4,,,,,,,,,
9/27/2024,,Miami Village Church,,,25740,CCFN,20,,1.8,,,,,,,21.8,,,,,,,,,
9/27/2024,,Miami Village Church,,,25753,CCFN,,,,,,,,,,72,,,,,,,,,
9/27/2024,,Miami Village Church,,,25826,CCFN,,,,24,,,,,,24,,,,,,,,,
9/27/2024,,Miami Village Church,,,25863,CCFN,,0,,,5,,,,,5,,,,,,,,,
9/27/2024,,Miami Village Church,,,25880,CCFN,,,,31,,,,,,31,,,,,,,,,
9/27/2024,,Navarre Middle School,,,25092,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
9/27/2024,,Navarre Middle School,,,25560,CCFN,,,,,,,56,,,56,,,,,,,,,
9/27/2024,,Navarre Middle School,,,25688,CCFN,,,,,17.2,,,,,17.2,,,,,,,,,
9/27/2024,,Navarre Middle School,,,25743,CCFN,,,,68,,,,,,68,,,,,,,,,
9/27/2024,,Navarre Middle School,,,25871,CCFN,,120,,,,,160,,,280,,,,,,,,,
9/27/2024,,Navarre Middle School,,,26014,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
9/27/2024,,Northern Indiana Atheists,St. Joseph,,25590,CCFN,,,,,,,22,,,22,,,,,,,,,
9/27/2024,,Northern Indiana Atheists,St. Joseph,,25655,CCFN,,,5,,,,,,,5,,,,,,,,,
9/27/2024,,Northern Indiana Atheists,St. Joseph,,25913,CCFN,,,,,,,140,,,140,,,,,,,,,
9/27/2024,,Northern Indiana Atheists,St. Joseph,,25966,CCFN,,,,,,,180,,,180,,,,,,,,,
9/27/2024,,Northern Indiana Atheists,St. Joseph,,25972,CCFN,,,,,12,21,,,,33,,,,,,,,,
9/27/2024,,Nuner Elementary,,,25606,Backpack,,,,,,,,60,48,60,,,,,,,,,
9/27/2024,,Oliver Apartments - Oaklawn,St. Joseph,,25532,Backpack,,,,,,,,75,60,75,,,,,,,,,
9/27/2024,,Oliver Apartments - Oaklawn,St. Joseph,,25681,CCFN,30,75,,,,,56,,,161,,,,,,,,,
9/27/2024,,Oliver Apartments - Oaklawn,St. Joseph,,25694,CCFN,,,,,,,277,,,277,,,,,,,,,
9/27/2024,,Oliver Apartments - Oaklawn,St. Joseph,,25714,CCFN,5,,,,,,,,,5,,,,,,,,,
9/27/2024,,Oliver Apartments - Oaklawn,St. Joseph,,25771,CCFN,,,30,,,,,,,30,,,,,,,,,
9/27/2024,,Oliver Apartments - Oaklawn,St. Joseph,,25834,CCFN,,,,17,,,,,,17,,,,,,,,,
9/27/2024,,Paramount School,,,25217,Backpack,,,,,,,,120,96,120,,,,,,,,,
9/27/2024,,Resurrection Lutheran,,,25097,Backpack,,,,,,,,,,,,,,,,,,,
9/27/2024,,Resurrection Lutheran,,,25222,Backpack,,,,,,,,90,72,90,,,,,,,,,
9/27/2024,,Rushton Apartments,St. Joseph,,25891,CCFN,,,20,,,,120,,,140,,,,,,,,,
9/27/2024,,St Joe County Public Library,,,25607,Backpack,,,,,,,,225,180,225,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25603,CCFN,,,,,16,73,,,,89,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25619,CCFN,,,15,,70,,,,,85,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25657,CCFN,,,,204,,,,,,204,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25662,CCFN,20,,,,,,,,,20,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25784,CCFN,,,20,204,,,,,,296,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25815,CCFN,40,,,68,14,,,,,122,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25861,CCFN,,120,,,55,120,,,,295,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25879,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25882,CCFN,,,,,150,,,,,150,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25887,CCFN,10,,,,,,,,,10,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25947,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25947,CCFN,,,,,,,680,,,680,,,,,,,,,
9/27/2024,,The Miracle Lyfe Foundation,St. Joseph,,25968,CCFN,,,,,,,76,,,76,,,,,,,,,
9/27/2024,,Village Food Pantry,St. Joseph,,25908,CCFN,,,,,,,60,,,60,,,,,,,,,
9/27/2024,,Wilson Primary,,,25610,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
9/27/2024,,YWCA,St. Joseph,,25673,Backpack,,,,,,,,240,192,240,,,,,,,,,
9/30/2024,,"Bond Hall, Notre Dame",St. Joseph,,25772,Backpack,,,,,,,,1125,900,1125,,,,,,,,,
9/30/2024,,Charles Martin Youth Center,,,25774,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/30/2024,,Christ Temple Apostolic Church,,,25478,Backpack,,,,,,,,150,120,150,,,,,,,,,
9/30/2024,,Christ Temple Apostolic Church,,,25478,CCFN,,120,,36,55,,160,,,371,,,,,,,,,
9/30/2024,,Clay UMC Food Pantry,,,25773,Backpack,,,,,,,,375,300,375,,,,,,,,,
9/30/2024,,Davis Foundation Inc,,,25844,CCFN,,,,37,,,,,,37,,,,,,,,,
9/30/2024,,Feed A Friend,Elkhart,,25691,Backpack,,,,,,,,30,24,30,,,,,,,,,
9/30/2024,,Feed A Friend,Elkhart,,25691,CCFN,10,30,10,,,,56,,,106,,,,,,,,,
9/30/2024,,Feed A Friend,Elkhart,,25884,CCFN,,24,,24,11,60,32,,,151,,,,,,,,,
9/30/2024,,Indiana Health Centers (IHC) - Bendix,St. Joseph,,25996,CCFN,,,,74,,,,,,74,,,,,,,,,
9/30/2024,,"Kingdom Business International, Ministries",St. Joseph,,26031,CCFN,,,,,,,44,,,44,,,,,,,,,
9/30/2024,,Open Gate Praise and Deliverance Ministries,,,24980,Backpack,,,,,,,,,,,,,,,,,,,
9/30/2024,,Open Gate Praise and Deliverance Ministries,,,24980,CCFN,,,,,,,,,,,,,,,,,,,
9/30/2024,,Salvation Army - Elkhart,Elkhart,,26047,CCFN,,,,74,,,,,,74,,,,,,,,,
9/30/2024,,St Joe County Public Library,,,25775,Backpack,,,,,,,,225,180,225,,,,,,,,,
9/30/2024,,St Vincent de Paul - St Thomas/ St Vincent FP,Elkhart,,25635,CCFN,0,,,37,10.8,12,11,,,70.8,,,,,,,,,
9/30/2024,,Village Food Pantry,St. Joseph,,25973,CCFN,,25,,,,,,,,25,,,,,,,,,
10/1/2024,,Broadway Christian Parish,St. Joseph,,25812,CCFN,,,,,168,,,,,168,,,,,,,,,
10/1/2024,,Clubhouse of St Joseph County,St. Joseph,,25997,CCFN,,,21,,,,,,,21,,,,,,,,,
10/1/2024,,Clubhouse of St Joseph County,St. Joseph,,26061,CCFN,,,,37,,,55,,,92,,,,,,,,,
10/1/2024,,Community Food Pantry of New Carlisle,,,25814,CCFN,,,,,84,,,,,84,,,,,,,,,
10/1/2024,,Culver Elementary,Marshall,,25779,Backpack,,,,,,,,285,228,285,,,,,,,,,
10/1/2024,,Culver Food Pantry,,,25487,CCFN,,60,,,55,120,,,,235,,,,,,,,,
10/1/2024,,Culver Food Pantry,,,25776,CCFN,,,,,70,,,,,70,,,,,,,,,
10/1/2024,,Culver Food Pantry,,,25974,CCFN,,,,,,,660,,,660,,,,,,,,,
10/1/2024,,David's Courage,,,25777,CCFN,,,,,14,,,,,14,,,,,,,,,
10/1/2024,,Feed A Friend,Elkhart,,25697,Backpack,,,,,,,,30,24,30,,,,,,,,,
10/1/2024,,Feed A Friend,Elkhart,,25697,CCFN,,,5,,,,,,,5,,,,,,,,,
10/1/2024,,Feed A Friend,Elkhart,,25885,CCFN,,24,,10,11,20,32,,,97,,,,,,,,,
10/1/2024,,Indiana Health Centers (IHC) - Bendix,St. Joseph,,26057,CCFN,,,,74,,,,,,74,,,,,,,,,
10/1/2024,,Indiana Health Centers (IHC) - Western,St. Joseph,,22136,Backpack,,,,,,,,75,60,75,,,,,,,,,
10/1/2024,,Indiana Health Centers (IHC) - Western,St. Joseph,,22136,CCFN,,,,74,,,,,,74,,,,,,,,,
10/1/2024,,Laville Elementary,,,25320,Backpack,,,,,,,,90,72,90,,,,,,,,,
10/1/2024,,Laville Elementary,,,26114,Backpack,,,,,,,,90,72,90,,,,,,,,,
10/1/2024,,Legacy Steps,St. Joseph,,24591,CCFN,,,,,,,23,,,23,,,,,,,,,
10/1/2024,,Lydick United Methodist Church,St. Joseph,,25965,CCFN,,,,,,,40,,,40,,,,,,,,,
10/1/2024,,Maranatha Missionary Baptist Church,St. Joseph,,25961,Backpack,,,,,,,,150,120,150,,,,,,,,,
10/1/2024,,Maranatha Missionary Baptist Church,St. Joseph,,25961,CCFN,,,,,,,660,,,660,,,,,,,,,
10/1/2024,,Marshall County Neighborhood Center,Marshall,,25778,CCFN,,,,,280,,,,,280,,,,,,,,,
10/1/2024,,Monastery of the Holy Martyrs,St. Joseph,,25712,CCFN,,,,,,,104,,,104,,,,,,,,,
10/1/2024,,Monastery of the Holy Martyrs,St. Joseph,,25730,CCFN,30,,,,,,,,,30,,,,,,,,,
10/1/2024,,Monastery of the Holy Martyrs,St. Joseph,,25768,Backpack,,,,,,,,150,120,150,,,,,,,,,
10/1/2024,,Monastery of the Holy Martyrs,St. Joseph,,25788,CCFN,,,30,,,,,,,30,,,,,,,,,
10/1/2024,,Monastery of the Holy Martyrs,St. Joseph,,25813,CCFN,,,,,168,,,,,168,,,,,,,,,
10/1/2024,,Monastery of the Holy Martyrs,St. Joseph,,25839,CCFN,,120,,68,305,120,160,,,773,,,,,,,,,
10/1/2024,,Monastery of the Holy Martyrs,St. Joseph,,25876,CCFN,,,25,74,,,44,,,143,,,,,,,,,
10/1/2024,,Our Lady of the Road Soup Kitchen,St. Joseph,,26040,Backpack,,,,,,,,75,60,75,,,,,,,,,
10/1/2024,,Our Lady of the Road Soup Kitchen,St. Joseph,,26040,CCFN,,,,74,,,,,,74,,,,,,,,,
10/1/2024,,Walkerton Christian Food Pantry,St. Joseph,,24863,Backpack,,,,,,,,,,,,,,,,,,,
10/1/2024,,West Side Church of Christ,,,24000,CCFN,,,,,,,97,,,97,,,,,,,,,
10/2/2024,,AIDS Ministries - AIDS Assist of Northern Indiana,,,25802,CCFN,,,,74,,,65,,,139,,,,,,,,,
10/2/2024,,AIDS Ministries - AIDS Assist of Northern Indiana,,,25821,CCFN,,,,,70,,,,,70,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,25744,CCFN,,,5,34,,,,,,75,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,25836,CCFN,,,,36,,,,,,36,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,25869,CCFN,,,,,6.3,40,,,,46.3,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,25906,CCFN,,,,,,,14,,,14,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,25949,CCFN,,,,,,58,,,,58,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,25950,CCFN,,25,,38,,,,,,63,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,26003,CCFN,,,21,,,,59,,,80,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,26082,CCFN,,,,74,,,,,,74,,,,,,,,,
10/2/2024,,Boys & Girls Club - Nappanee,,,26090,CCFN,,,,,,35,,,,35,,,,,,,,,
10/2/2024,,Bread of Life Community FP,LaGrange,,25789,Backpack,,,,,,,,150,120,150,,,,,,,,,
10/2/2024,,Bread of Life Community FP,LaGrange,,25789,CCFN,,,,74,,,230,,,304,,,,,,,,,
10/2/2024,,Bread of Life Community FP,LaGrange,,25828,CCFN,,,,,420,,,,,420,,,,,,,,,
10/2/2024,,Bread of Life Community FP,LaGrange,,26128,CCFN,,,,,,,260,,,260,,,,,,,,,
10/2/2024,,Bremen High School,,,24884,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
10/2/2024,,Bremen High School,,,25266,Backpack,,,,,,,,,,,,,,,,,,,
10/2/2024,,Brick of Hope Ministries,,,26041,CCFN,,,,74,,,26,,,100,,,,,,,,,
10/2/2024,,Broadway Christian Parish,St. Joseph,,26167,CCFN,,,,74,,,50,,,124,,,,,,,,,
10/2/2024,,Charles Martin Youth Center,,,25822,Backpack,,,,,,,,150,120,150,,,,,,,,,
10/2/2024,,Feed A Friend,Elkhart,,25886,CCFN,,24,,10,11,20,32,,,97,,,,,,,,,
10/2/2024,,Feed A Friend,Elkhart,,25888,CCFN,12,,20.3,123.8,28,10,34,,,228.1,,,,,,,,,
10/2/2024,,Greater New Jerusalem Mission BC,St. Joseph,,25998,CCFN,,,,74,,,,,,74,,,,,,,,,
10/2/2024,,Greater New Jerusalem Mission BC,St. Joseph,,26027,CCFN,,13.1,,,1.2,,,,,14.3,,,,,,,,,
10/2/2024,,Holy Cross College,St. Joseph,,25244,Backpack,,,,,,,,0,0,0,,,,,,,,,
10/2/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,25795,CCFN,,,30,,,,,,,30,,,,,,,,,
10/2/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,25820,CCFN,,,,,42,,,,,42,,,,,,,,,
10/2/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,25850,CCFN,,,,36,,,,,,36,,,,,,,,,
10/2/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,25873,CCFN,,,,,,,32,,,32,,,,,,,,,
10/2/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,25874,CCFN,,120,,,305,120,160,,,705,,,,,,,,,
10/2/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,25877,Backpack,,,,,,,,75,60,75,,,,,,,,,
10/2/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,25878,CCFN,,,,,,,13,,,13,,,,,,,,,
10/2/2024,,Ivy Tech / IPI School,,,25819,Backpack,,,,,,,,0,0,0,,,,,,,,,
10/2/2024,,Karl King Holdings,St. Joseph,,25763,CCFN,,,,,,,,,,72,,,,,,,,,
10/2/2024,,Karl King Holdings,St. Joseph,,25816,CCFN,,,,,10,,,,,10,,,,,,,,,
10/2/2024,,Karl King Holdings,St. Joseph,,25856,CCFN,,,,68,,,,,,68,,,,,,,,,
10/2/2024,,Karl King Holdings,St. Joseph,,25862,CCFN,,,,,25,,,,,25,,,,,,,,,
10/2/2024,,Karl King Holdings,St. Joseph,,25890,CCFN,20,,,,,,,,,20,,,,,,,,,
10/2/2024,,Karl King Holdings,St. Joseph,,25901,CCFN,,,,,8,,,,,8,,,,,,,,,
10/2/2024,,Karl King Holdings,St. Joseph,,25904,CCFN,,,8,,,,,,,8,,,,,,,,,
10/2/2024,,Karl King Holdings,St. Joseph,,26059,CCFN,,,,,,,20,,,20,,,,,,,,,
